"Dyad ID","Thought Unit","Speaker","ANNOTATION"
35,150,Grocery,I don’t think it’ll be enough time cause…,SBR
35,151,Wine,"Okay,well, hmm. I already have some people who have been trained.",SBR
35,152,Grocery,They sell different things.,SBR
35,153,Wine,"True,they are wine experts but still, they can move between stores if necessary.",SBR
35,154,Wine,"They certainly have time,extra time to prepare for it because they won’t be working in the month, well they would be if I was giving them extra training essentially.",SBR
35,155,Grocery,They still need time.,SBR
35,156,Wine,They need a little time.,SBR
35,157,Wine,They would have the month between May 1st and June 1st and that would be probably enough to get used to the grocery store instead of the wine store.,SBR
35,158,Grocery,So how about July 1st then?,OS
35,159,Wine,Okay.,RP
35,160,Grocery,Okay.,MIN
36,0,Role,Thought Unit,Thought Unit,Speaking Turn Code
36,1,Code,Grocery,Ready?,MIC,Wine,Nice to meet you!,MIC,Grocery,My name is Laura.,MIC,Wine,My name is Junnan.,MIC,Grocery,Junnan?,MIC,Wine,Yeah.,MIC,Grocery,Nice to meet you.,MIC,
36,2,Wine,Yeah.,MIC,MIC
36,3,Wine,Okay.,MIC,Grocery,So you are the Ye Old…,MIC,Wine,"Yeah,I’m the manager of the Ye Old Wine Shop, and you are the manager?",MIC,
36,4,Grocery,"The owner of the Upper Crust store,the grocery store, excuse me,",MIC,
36,5,Grocery,and I guess we will be joining together to form our big store.,MU,MU
36,6,Wine,And I have a question for you. What will you sell in your shop?,QS,Grocery,"Lots of different things. It’ll be kind of like a grocery store,fruits and vegetables, dairy, meat, bread, everything, just, a lot of like, prepared stuff also,",SF,
36,7,Wine," like,you can just stop on the, you know, if you’re coming home from work you can stop on the way home and pick up ready-made dinner and they’ll be like, I’m trying to think of other examples.",SF,
36,8,Wine," Do you know,do you know the store, Trader Joes?",MIN,SF
36,9,Wine,Yeah.,MIN,Grocery,Kind of like that? Kind of like a grocery store like that.,SF,,"Like whole foods,kind of like a little smaller than a regular grocery store but lots of healthy options",SF,
36,10,Wine,and it’s a little more expensive than a normal grocery store.,SF,SF
36,11,Wine,Okay.,MIN,Grocery,"What kinds of wine…are you just going to sell wine or are you going to sell different kinds of liquor,or what are you going to be selling?",QS,
36,12,Wine,Wine,"Yeah,the, most of them wine.",SF,
36,13,Grocery,Wine?,QM,Wine,"Yeah,yeah. Different wines, and little food.",SF,
36,14,Grocery,"Okay,like what kinds of stuff?",QS,
36,15,Wine,"Wine,pizza, hot dogs…",SF,
36,16,Grocery,"Okay,okay.",MIN,
36,17,Grocery,Kind of fast food kinds of stuff?,QS,QS
36,18,Grocery,Like McDonalds kind of stuff?,QS,Wine,"Yeah,maybe a little salad?",SF,
36,19,Grocery,"It kind of overlaps with some of the things I’ll going to sell like salads and stuff,but we’ll just make sure to have different kinds.",MIC,
36,20,Wine,"Yeah,okay, that’s nice.",MIC,
36,21,Grocery,It’ll be good.,MIC,MIC
36,22,Grocery,Um…okay.,MIN,
36,23,Wine,We have five issues?,PO,Grocery,"Yeah,five issues, which, where would you like to start?",PO,
36,24,Wine,"Of course,hours of operation.",P1,
36,25,Grocery,"Okay,hours of operation.",P1,
36,26,Grocery,"I’ll be selling a lot of breakfast kind of foods so like,like things that are ready to go like coffee and doughnuts and pastries and things like that.",SBR,
36,27,Grocery,"So personally for me,the earlier we open the better that I do for business",IP,
36,28,Grocery,but I would like to hear what you think.,QP,IP
36,29,Wine,Yeah.,MIN,,"Because you know,people don’t drink wine in the morning, okay,",SBR,IP
36,30,Wine,"so of course,I prefer opening as late as possible.",IP,
36,31,Grocery,Okay.,MIN,MIN
36,32,Grocery,Well one…I’m sorry go ahead.,MIN,Wine,"Yeah,I have a question for both of us.",OT,OT
36,33,Grocery,"Um,can we just, we must open it at the same time?",OT,
36,34,Grocery,"I think we have to open at the same time since it’s the same store,",OT,,"cause we’re not,it’s going to be kind of like two stores in one building so there will be no doors separating my store from your store.",OT,OT
36,35,Wine,"Yeah,yeah, but it’s just…something like the big store open and your time and my wine shop is closed until 10..",CS,
36,36,Wine,something like that until 10am and you pay for the first hours yourself?,CS,CS
36,37,Grocery,"I don’t think if we can do that,I didn’t think to ask that.",OT,
36,38,Wine,"Yeah,because, yeah I think then you will close as early as possible and…",INP,
36,39,Grocery,and you can stay open as late as possible.,INP,Wine,"Yeah,I can stay and pay the last few hours myself.",CS,
36,40,Grocery,"of electricity,okay.",MIN,
36,41,Grocery,I don’t know if we can do that or not.,OT,PM
36,42,Grocery,Maybe we should come back to that one then.,PM,,Maybe when she sticks her head in we can ask her then.,OT,
36,43,Wine,So renovation costs?,P1,Grocery,"Okay,I personally would like, the building needs a little bit of work.",SBR,
36,44,Wine,"I know,I can see that but I would like to spend more money on training our employees to be good, to be knowledgeable and to be good sellers.",SBR,
36,45,Wine,That’s where I would like to focus my money so I want to spend a little bit on renovation but not a whole lot.,IP,IP
36,46,Wine,What do you think?,QP,(even if two SBRs)
36,47,Wine,Of course I want to spend as much as I can,IP,," because you know,if the environment is very good, the people in the wine shop will enjoy themselves and…",SBR,IP
36,48,Wine,"it is very important to attract,people come here, and feel comfortable, yeah.",SBR,(even if two SBRs)
36,49,Grocery,I can see that.,MIC,,"I also think it’s important to have well,what we want..do you want to have a good environment,",SBR,
36,50,Grocery,we also want to make sure that we have people who know what they’re doing,SBR,,"because I think when customers come in the store,they’re most likely to buy something if they feel that they…they’re working with someone who is knowledgeable too.",SBR,SBR
36,51,Wine,I think it’s also good for you to have a good environment.,SBR,Grocery,"Oh,definitely.",MIC,
36,52,Wine,I think so.,MIC,MIC
36,53,Wine,"Yeah,if I can attract more and more people, the chance that you may be they want some money in your…",SBR,
36,54,Grocery,"Oh yeah,I think it’s a good setup",MIC,
36,55,Grocery,because when they come over they’ll buy their dinner from me and their wine from you.,MIC,MIC
36,56,Grocery,I think that’s why it’s a good setup.,MIC,Wine,"So,um, what’s…how many dollars, how much dollars?",QP,
36,57,Grocery,"I didn’t want to go over 10,000",IP,,but I’m willing to be a little bit flexible there but I don’t want to spend a whole lot.,PC,IP
36,58,Grocery,"What was your,what was your idea?",QP,
36,59,Wine,"Yeah,I want to spend as much as possible.",IP,
36,60,Grocery,"Like were you thinking 20,000?",QP,Wine,"I want to spend 25,000.",IP,Grocery,You want to spend 25?,QM,Wine,Yeah.,MIN,Grocery,"Okay,maybe we can meet in the middle somewhere on that.",PC,
36,61,Wine,In the middle?,QM,Grocery,"How about if…okay,I want to spend 10 and you want to spend 25,",IDN,
36,62,Wine," what if…we go more towards,more towards…so maybe we’ll do…we can spend more but then I can negotiate more when it comes to the temperature of the building because that’s another one of my important issues.",PP,
36,63,Wine,"Um,maybe we can say we can spend 20 for renovation but then I would like the temperature a little bit more warmer",PP,
36,64,Wine,and I’m guessing you want it more cool.,INP,PP
36,65,Wine,"Yeah,but why you want it more warmer?",QS,
36,66,Grocery,Because my food will stay good longer if it’s warmer.,SBR,Wine,Okay.,MIN,Grocery,"So it helps me out because then I won’t have to…my food won’t spoil as fast,you know what I mean?",SBR,
36,67,Wine,"Yeah,I know what you mean…um…but you know, we need to be open for a long time.",MIN,
36,68,Grocery,What’s that?,QM,Wine,I mean your operation hours…you need to open for very long…,MIN,Grocery,"Oh,the hours of operation.",P1,PO
36,69,Grocery,I thought we were going to wait on that one.,PO,Wine,"Yeah,yeah, yeah.",MIN,
36,70,Grocery,Okay.,MIN,Wine,"I know that because you know,the temperature…from morning to the afternoon you know?",SBR,
36,71,Grocery,"If you open very early,actually…let me think, temperature…early it will be very cold. It will be colder than the afternoon.",SBR,SBR
36,72,Grocery,Grocery,"Right,since I want to open early…",SBR,
36,73,Grocery,the warmer for me the better,IP,IP
36,74,Grocery,"because you know,it’s early, it’s colder in the morning.",SBR,(even if 2 SBRs)
36,75,Wine,"Yeah,yeah, but I want to open later and want it to be colder",IP,
36,76,and people can stay and enjoy themselves,SBR,IP
36,77,Grocery,How come you like it to be cooler?,QS,,"Cause personally for me,if the store is cold, I don’t like to stay there.",SBR,SBR
36,78,Grocery,That’s how I feel but I don’t know if you have a reason for why you’d like to keep it cooler?,QS,(even if two QS)
36,79,Wine,"Yeah…yeah,maybe I can give some degrees to you.",PC,
36,80,Grocery,Okay.,MIN,Wine,"Okay,okay, I will mmm….so I will give up 2 degrees if you can give me renovation costs to 25,000.",OM,
36,81,Grocery,I thought we had agreed on 20 for renovation costs?,QM,PP
36,82,Grocery,"Cause,cause I was willing to negotiate for 20 if you were willing to negotiate for temperature.",PP,
36,83,Wine,"Okay. I agree to give up 3 degrees to win the 25,000.",OM,Grocery,"How many,what degrees are you looking at, how many degrees are you thinking?",QP,
36,84,Wine,"Yeah I can give up to 71 degrees if you can give me 25,000 renovation.",OM,,"I think you know,renovation will also benefit you.",SBR,OM
36,85,Grocery,"That’s true,it is important.",MIC,
36,86,Wine,"Yeah,it’s really important.",SBR,
36,87,Grocery,"I’m not sure that I can afford,I think, okay, I’m not sure that I can afford the 25,000 unless we can keep the store a little bit warmer.",PP,
36,88,Grocery,"I can do the 20,000",OS,,"but I don’t think I can do 25,000",IB,PP
36,89,Grocery,because air conditioning is expensive.,SBR,,So that’s why I’m not sure if I can afford to spend the 5000 extra on renovation unless we keep this store a little warmer.,PP,Wine,"So what,what’s the definitely important issue to you, except the temperature?",IR,
36,90,Grocery,My other important issue is the opening date.,IR,Wine,"Opening date,okay.",MIN,
36,91,Grocery,"I have a…personally,and I’m sure this is true to you too, I have a lot of stuff that needs to be imported in from other countries,",SBR,
